"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2016","2016",62.90262,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2017","2017",63.14476,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2018","2018",63.37936,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","VNM","Viet Nam","2018","2018",223705,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BWA","Botswana","2013","2013",8474,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ITA","Italy","2011","2011",3774,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ITA","Italy","2018","2018",1406,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2010","2010",14603,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2014","2014",6055,"+","National Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2015","2015",5317,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2016","2016",8441,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2017","2017",8789,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","OMN","Oman","2018","2018",8843,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2010","2010",28027,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2011","2011",26149,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2012","2012",22753,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2013","2013",20861,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2014","2014",21335,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2015","2015",20888,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2016","2016",19693,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2018","2018",20118,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2012","2012",71710,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2014","2014",55828,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2015","2015",53798,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2016","2016",60748,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2017","2017",50951,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PER","Peru","2018","2018",51730,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ZMB","Zambia","2010","2010",188160,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ZMB","Zambia","2018","2018",151649,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","EGY","Egypt","2010","2010",67.18914,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","EGY","Egypt","2012","2012",60.9782,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","EGY","Egypt","2013","2013",67.9814,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","EGY","Egypt","2017","2017",63.30648,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","NIC","Nicaragua","2015","2015",363191,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ZWE","Zimbabwe","2011","2011",86.6578,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ZWE","Zimbabwe","2014","2014",87.12891,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2010","2010",2536032,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2011","2011",2687604,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2012","2012",2626320,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2013","2013",2749678,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2014","2014",2790166,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","PAK","Pakistan","2017","2017",2840246,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","ERI","Eritrea","2018","2018",470454,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MNG","Mongolia","2010","2010",16753,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MNG","Mongolia","2018","2018",15269,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GAB","Gabon","2012","2012",26104,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GAB","Gabon","2018","2018",25034,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ARM","Armenia","2011","2011",80.57319,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ARM","Armenia","2017","2017",81.03174,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","IRN","Iran (Islamic Republic of)","2012","2012",3220871,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","IRN","Iran (Islamic Republic of)","2013","2013",3071106,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","IRN","Iran (Islamic Republic of)","2014","2014",3083616,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","IRN","Iran (Islamic Republic of)","2016","2016",2937812,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BOL","Bolivia (Plurinational State of)","2011","2011",401896,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BOL","Bolivia (Plurinational State of)","2012","2012",280195,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BOL","Bolivia (Plurinational State of)","2015","2015",420504,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LTU","Lithuania","2011","2011",4852,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BDI","Burundi","2014","2014",101195,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BDI","Burundi","2017","2017",111089,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2010","2010",38.29474,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2011","2011",35.56818,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2014","2014",34.42404,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2015","2015",36.23486,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2016","2016",35.81436,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2018","2018",39.65793,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CIV","Côte d'Ivoire","2012","2012",2243921,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CIV","Côte d'Ivoire","2014","2014",2173228,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CIV","Côte d'Ivoire","2018","2018",2153690,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","LKA","Sri Lanka","2010","2010",36829,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","LKA","Sri Lanka","2016","2016",24578,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","LKA","Sri Lanka","2017","2017",22506,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","LKA","Sri Lanka","2018","2018",23117,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2010","2010",131156,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2011","2011",128203,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2012","2012",124561,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2013","2013",120546,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2014","2014",116396,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2015","2015",111644,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2016","2016",107216,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2017","2017",102595,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SGP","Singapore","2018","2018",97918,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SLE","Sierra Leone","2013","2013",117292,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SLE","Sierra Leone","2018","2018",128671,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IND","India","2011","2011",266180342,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IND","India","2018","2018",252863750,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","NPL","Nepal","2011","2011",557082,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","NPL","Nepal","2018","2018",300175,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","UKR","Ukraine","2012","2012",1268,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","GNQ","Equatorial Guinea","2010","2010",1344,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COG","Congo","2011","2011",152713,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COG","Congo","2018","2018",175683,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MDG","Madagascar","2012","2012",552659,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MDG","Madagascar","2018","2018",523144,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2010","2010",51.60042,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2013","2013",63.55795,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2015","2015",63.86189,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2018","2018",62.93317,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","HTI","Haiti","2016","2016",186795,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KAZ","Kazakhstan","2010","2010",9963,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KAZ","Kazakhstan","2018","2018",10561,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","VUT","Vanuatu","2014","2014",13591,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","VUT","Vanuatu","2018","2018",11892,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGR","Bulgaria","2011","2011",66453,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CAF","Central African Republic","2010","2010",1539982,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CAF","Central African Republic","2018","2018",1627354,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MLT","Malta","2011","2011",4178,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MLT","Malta","2018","2018",5495,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2010","2010",37.5859,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2011","2011",41.11276,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2012","2012",43.83349,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2013","2013",52.74455,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2014","2014",55.22262,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2015","2015",43.3743,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2016","2016",50.91203,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ESP","Spain","2018","2018",43.90953,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SUR","Suriname","2010","2010",62.14413,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SUR","Suriname","2012","2012",67.17723,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SUR","Suriname","2018","2018",69.35593,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BWA","Botswana","2013","2013",27838,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ITA","Italy","2011","2011",402865,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ITA","Italy","2018","2018",299065,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MTQ","Martinique","2014","2014",69.86516,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","UGA","Uganda","2010","2010",1375997,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","UGA","Uganda","2012","2012",1772912,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","UGA","Uganda","2018","2018",1893389,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","GUY","Guyana","2014","2014",40398,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2010","2010",257184,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2011","2011",282756,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2012","2012",257876,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2013","2013",254503,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2014","2014",237946,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2015","2015",239105,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ECU","Ecuador","2016","2016",251768,"‡","UIS Estimation"
